Company,Drug_Name,FDA_Scientific_Name,Date,Event_Type,Sentiment_Score,Confidence_Score,Sources,Significance_Score,Title,Summary,Source_Type,Search_Query,Notes
Sun Pharma,Unknown Drug,Unknown Drug,2018-07-30,Bad,0.0,0.0625,https://news.google.com/rss/articles/CBMixAFBVV95cUxNSHEtRU9ZT09fMHEtU053bmxfQ2FKV3ptTzZCTExpNG5HejBYeXkwankzdXhKaHdPeEpyTWVRNmF0LVZTTGtyVXRaTWpfbV9KaTFjOG5MVGk5T0s1eG05TkFNcVRVZ1FoVHBSQ2I0TncxX0h4VnAxQnBLTDJrdHF0Z09wMzBUMlZFcWJGS080d0VLSmtoZlF5NWpXLVpMX3J3WldJeXpnTnY0TjIyZDBFS2oxZ2dLc2EyMVpjcnBWS01rSnM50gHKAUFVX3lxTE9CR1NhODVBWlY3dE5TUllsdlNMSDVYdmVFMlVVS3loMjVMSVoxSk5qb3h4MS05Y19HMUptQnBreXo3c3BHWTBsSlZmQTR6QzVaQ0t3b1A0TEYzNUlMUWtQOFRPOFlxTG5jcTVHTHlhOUc0M0xpUjlEY2pTTFJRTV8zQlEzZHphMjNlckF0QUVtNzc4RW9IQ1dpZVN3VDkyV3VQdzBoQXRFV1I3dG5fTWhHQlRWUm5zOE5tNkZ5a0Z3X2pzRXlIY2xXM3c?oc=5,0.5052137248810719,"Sun Pharma recalls over 2,500 bottles of diabetes drug from US - ET HealthWorld","<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxNSHEtRU9ZT09fMHEtU053bmxfQ2FKV3ptTzZCTExpNG5HejBYeXkwankzdXhKaHdPeEpyTWVRNmF0LVZTTGtyVXRaTWpfbV9KaTFjOG5MVGk5T0s1eG05TkFNcVRVZ1FoVHBSQ2I0TncxX0h4VnAxQnBLTDJrdHF0Z09wMzBUMlZFcWJGS080d0VLSmtoZlF5NWpXLVpMX3J3WldJeXpnTnY0TjIyZDBFS2oxZ2dLc2EyMVpjcnBWS01rSnM50gHKAUFVX3lxTE9CR1NhODVBWlY3dE5TUllsdlNMSDVYdmVFMlVVS3loMjVMSVoxSk5qb3h4MS05Y19HMUptQnBreXo3c3BHWTBsSlZmQTR6QzVaQ0t3b1A0TEYzNUlMUWtQOFRPOFlxTG5jcTVHTHlhOUc0M0xpUjlEY2pTTFJRTV8zQlEzZHphMjNlckF0QUVtNzc4RW9IQ1dpZVN3VDkyV3VQdzBoQXRFV1I3dG5fTWhHQlRWUm5zOE5tNkZ5a0Z3X2pzRXlIY2xXM3c?oc=5"" target=""_blank"">Sun Pharma recalls over 2,500 bottles of diabetes drug from US</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ET HealthWorld</font>",Google News Enhanced,"""Sun Pharma"" recall",
Sun Pharma,Unknown Drug,Unknown Drug,2018-08-05,Bad,0.0909090909090909,0.0625,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQb0tERWVFR29XMUNKckFkWjhGR1ZLWF9nY2VwY1ZJTkR6eXJiSFVXU2dSdHYySHY4aEk4RlROWWRCMlJNN20wWGRrYWZuTnlJNWdQMmdDS0JwaEZxN1BaczlhMUlxM3RLY2xYTWQxZkRUQm5WeTZiNWVPZUZzNHVMX1NNbk9yYWItMW9iRDMzWjItak4xTDg3dlBpRFFZbkJNQ2UyTk5lTks2dk5kNXEyYndlODZQd2VzaHIyS1ZwU1NSeUtTR0xOZXVxSDBJV1hpTWRESVJhUW1WTWNSRXfSAesBQVVfeXFMTlZRcXlxRmN4c2lubTJtN2VDTGc1bEdfRTM5MzRNYVlCb3BpcWxDSE9PWWVVT3hpMHlMRDdIN1hFenVpNDBsU0x5ZGFQLTNZQm9XUVR6U0U5Skw4cl9QUFIyNlpWTU1wWGt6ZDV2bVVsNW1DanFoRW1BQ2JaYno2QXc5LXRWaUduQXdjeGhNZGpERjU3cmwtbnVmeTlJeDExbm1jZzVIN29Sb2ZTdloyMS1SWkN1N2I1d19iZGFWQlYtdC10LVJYZXY1OHc2cEhJRENKTFFtUm9FeTF5NlZ3MUNmUUNmb2FSeDlSUQ?oc=5,0.505,Sun Pharma recalls over 5.2k units of testosterone cypionate injections from US - The New Indian Express,"<a href=""https://news.google.com/rss/articles/CBMi3gFBVV95cUxQb0tERWVFR29XMUNKckFkWjhGR1ZLWF9nY2VwY1ZJTkR6eXJiSFVXU2dSdHYySHY4aEk4RlROWWRCMlJNN20wWGRrYWZuTnlJNWdQMmdDS0JwaEZxN1BaczlhMUlxM3RLY2xYTWQxZkRUQm5WeTZiNWVPZUZzNHVMX1NNbk9yYWItMW9iRDMzWjItak4xTDg3dlBpRFFZbkJNQ2UyTk5lTks2dk5kNXEyYndlODZQd2VzaHIyS1ZwU1NSeUtTR0xOZXVxSDBJV1hpTWRESVJhUW1WTWNSRXfSAesBQVVfeXFMTlZRcXlxRmN4c2lubTJtN2VDTGc1bEdfRTM5MzRNYVlCb3BpcWxDSE9PWWVVT3hpMHlMRDdIN1hFenVpNDBsU0x5ZGFQLTNZQm9XUVR6U0U5Skw4cl9QUFIyNlpWTU1wWGt6ZDV2bVVsNW1DanFoRW1BQ2JaYno2QXc5LXRWaUduQXdjeGhNZGpERjU3cmwtbnVmeTlJeDExbm1jZzVIN29Sb2ZTdloyMS1SWkN1N2I1d19iZGFWQlYtdC10LVJYZXY1OHc2cEhJRENKTFFtUm9FeTF5NlZ3MUNmUUNmb2FSeDlSUQ?oc=5"" target=""_blank"">Sun Pharma recalls over 5.2k units of testosterone cypionate injections from US</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New Indian Express</font>",Google News Enhanced,"""Sun Pharma"" recall",Selected over 1 overlapping events
Sun Pharma,Dry Eye Drug,Dry Eye Drug,2018-08-16,Good,-0.0444444444444444,0.0555555555555555,https://news.google.com/rss/articles/CBMihgFBVV95cUxPTzd2NW95SUFndGdGV3NSNGJqWl81WXMxNjR1RXduNkRtRlZpMHg5RmpVMXVwT2k3QmtQeWhzcnJ4TWtkNDkyd25Pd0pGSnRweXZ5T20tVG80a3NENmtoWTF0NHBrRWM3NmkzMGlDX0c3X3k0VzBIM0FJTkF5Zjh6YzlGaWVmQQ?oc=5,0.6218381431278478,Sun Pharma receives FDA approval for dry eye drug - BioPharma Dive,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxPTzd2NW95SUFndGdGV3NSNGJqWl81WXMxNjR1RXduNkRtRlZpMHg5RmpVMXVwT2k3QmtQeWhzcnJ4TWtkNDkyd25Pd0pGSnRweXZ5T20tVG80a3NENmtoWTF0NHBrRWM3NmkzMGlDX0c3X3k0VzBIM0FJTkF5Zjh6YzlGaWVmQQ?oc=5"" target=""_blank"">Sun Pharma receives FDA approval for dry eye drug</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BioPharma Dive</font>",Google News Enhanced,"""Sun Pharma"" FDA approval",
Sun Pharma,Sun Pharma And Sparc Announce Us Fda,Sun Pharma And Sparc Announce Us Fda,2018-09-14,Good,0.0,0.0555555555555555,https://news.google.com/rss/articles/CBMihAJBVV95cUxPYlRIRkZFZzEwRGJFeHFySVdOZXpjOHlNUDdFMW9CbU4wa2lzYzZfMHdxY2lwTTNiS05RMksyUm9QYUp6ZDVZOE94M1FOV2htbzdSWDFDZDBrQkJzR2R5ZTA1d2l6dkRFdXpzakU1Y2ZsZlRvUVVXRkViWlN1THZ4N1Z4NFc4S2NMSUREaUlvRWM1RUQtTjFQck5hUkZNQmJpVk9TclFSb3ZsVzlEbUZjZjY2YllQVGJmZy1mUGhnZ2tjQk4wRmVZVnJVNGFwLWNYMVdHckNTOTVNb2tVekw1MFZ6YTc0Rm1ZeVhuYlVRVmVPVXFHblhSbXh2UW12VjA3NTc3RA?oc=5,0.6126509082706152,Sun Pharma and SPARC Announce US FDA Approval of XELPROS™ to Treat Open-angle Glaucoma or Ocular Hypertension - Business Wire,"<a href=""https://news.google.com/rss/articles/CBMihAJBVV95cUxPYlRIRkZFZzEwRGJFeHFySVdOZXpjOHlNUDdFMW9CbU4wa2lzYzZfMHdxY2lwTTNiS05RMksyUm9QYUp6ZDVZOE94M1FOV2htbzdSWDFDZDBrQkJzR2R5ZTA1d2l6dkRFdXpzakU1Y2ZsZlRvUVVXRkViWlN1THZ4N1Z4NFc4S2NMSUREaUlvRWM1RUQtTjFQck5hUkZNQmJpVk9TclFSb3ZsVzlEbUZjZjY2YllQVGJmZy1mUGhnZ2tjQk4wRmVZVnJVNGFwLWNYMVdHckNTOTVNb2tVekw1MFZ6YTc0Rm1ZeVhuYlVRVmVPVXFHblhSbXh2UW12VjA3NTc3RA?oc=5"" target=""_blank"">Sun Pharma and SPARC Announce US FDA Approval of XELPROS™ to Treat Open-angle Glaucoma or Ocular Hypertension</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Wire</font>",Google News Enhanced,"""Sun Pharma"" FDA approval",Selected over 1 overlapping events
Sun Pharma,Generic Ganirelix Acetate Injection,Generic Ganirelix Acetate Injection,2018-12-03,Good,0.0,0.0555555555555555,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPNnBwSkFFTzZEcmgxcW1Bak5SNDhyZllVV1k1alQxckcyQmRwU2o4RVpkbE50TVpncEViNmFELVBxcjdycUpGU0Q3T2FXR3dSMXNHTmJ2M3pPZWFWNkUtQTlibUJPNjd0RFBKYi1QS1VTZ08zSFZKVXQ2WGlnNnlhT0ZQYVBudmUzcXk3Y0pOU0NaU3V5MGhaVThtUUtWOXNKTkVyRmZ0LW83M0J6VU5YLWhvdHFsWWFkSGgtSWpzNTlGOUEwYURWQVFxYjg2cC1Nc2RGVUU3dUQyZUXSAeABQVVfeXFMTkJWUktfRVJTOHg1aG9iaDlCM2UxVUJaMWxvOHFjOUw5ZFh5U1dOWE52YzZVdkE1RHdXNVBKdTAtTXA5ZWFvUE5vZ2RkNG8zUXphYXZlUUNYWU5VTXltZzQ1Zk9GVDBlZ1ZFQnJidldrck1nOGdnQlhTLV9GWmlnci10Qll0QzFWai04Rmo0d3g0M0hTZkJHQUUtaXZWZERYbkdhdG5vcTctRHJqNDRZRGJjWFVZNlZ3ZGNrR0RKeW9KQ1ctRTRIQW9iX25KMlEzUlU5WHc2X3pZOGV4c2trYmk?oc=5,0.6222222222222222,Sun Pharma gets US FDA approval for generic Ganirelix Acetate injection - Business Standard,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxPNnBwSkFFTzZEcmgxcW1Bak5SNDhyZllVV1k1alQxckcyQmRwU2o4RVpkbE50TVpncEViNmFELVBxcjdycUpGU0Q3T2FXR3dSMXNHTmJ2M3pPZWFWNkUtQTlibUJPNjd0RFBKYi1QS1VTZ08zSFZKVXQ2WGlnNnlhT0ZQYVBudmUzcXk3Y0pOU0NaU3V5MGhaVThtUUtWOXNKTkVyRmZ0LW83M0J6VU5YLWhvdHFsWWFkSGgtSWpzNTlGOUEwYURWQVFxYjg2cC1Nc2RGVUU3dUQyZUXSAeABQVVfeXFMTkJWUktfRVJTOHg1aG9iaDlCM2UxVUJaMWxvOHFjOUw5ZFh5U1dOWE52YzZVdkE1RHdXNVBKdTAtTXA5ZWFvUE5vZ2RkNG8zUXphYXZlUUNYWU5VTXltZzQ1Zk9GVDBlZ1ZFQnJidldrck1nOGdnQlhTLV9GWmlnci10Qll0QzFWai04Rmo0d3g0M0hTZkJHQUUtaXZWZERYbkdhdG5vcTctRHJqNDRZRGJjWFVZNlZ3ZGNrR0RKeW9KQ1ctRTRIQW9iX25KMlEzUlU5WHc2X3pZOGV4c2trYmk?oc=5"" target=""_blank"">Sun Pharma gets US FDA approval for generic Ganirelix Acetate injection</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font>",Google News Enhanced,"""Sun Pharma"" FDA clearance",
Sun Pharma,Unknown Drug,Unknown Drug,2019-01-22,Bad,0.0,0.0625,https://news.google.com/rss/articles/CBMirwFBVV95cUxNSFJxaktqX3J2Z21fakhoRHJacm90NGpoeml0VVMwYVNsb2EydzNjQ3pxUUVaV2dPTldaRkhPZVBxSEM3MkV1OExaUVRBdjJweFI2elBEYmFjX2M4VGxfZERkbmxNQlpDbHNqM0tBZzB3UXB1QVFmeWRYazhrVmEzU0NZYU90elJ2aTN4cDNhVHBPTlVVMUpsTHJPZ0hwa095ZDkxRlhLeW11VGYtMzZ3?oc=5,0.535,Recall of products by Lupin Sun Pharma and Glenmark Pharmaceuticals from US Market - Microbioz India,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxNSFJxaktqX3J2Z21fakhoRHJacm90NGpoeml0VVMwYVNsb2EydzNjQ3pxUUVaV2dPTldaRkhPZVBxSEM3MkV1OExaUVRBdjJweFI2elBEYmFjX2M4VGxfZERkbmxNQlpDbHNqM0tBZzB3UXB1QVFmeWRYazhrVmEzU0NZYU90elJ2aTN4cDNhVHBPTlVVMUpsTHJPZ0hwa095ZDkxRlhLeW11VGYtMzZ3?oc=5"" target=""_blank"">Recall of products by Lupin Sun Pharma and Glenmark Pharmaceuticals from US Market</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Microbioz India</font>",Google News Enhanced,"""Sun Pharma"" recall",Selected over 1 overlapping events
Sun Pharma,Unknown Drug,Unknown Drug,2019-06-04,Bad,0.0,0.0625,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOSHBNejZOY3hvWEVYeGxPUjhvLWgyTWl0YzBJampmSWRldm9XSkJxblM3cFEwNkxqa3pzVnpmVFExdkdOdVRtYU92bkJPWHdqYVFJcWR5cXFfNUpDRGhJaC1pUDFDZFpOWmF0V0RyTWZMZ3RYNnM4MmpyN3E1YjlncTZaSFVIVG5aM1NQS1pRR2RkSk9wNTR5S09Ib1Z1X2ZPY2FGYnMzNjg2bkU0bnU1VEdOS2FRMlotLW13N3RDV0xudFBveXBCSVROcGhpcTMxZE4xQVhjQldEVjjSAeABQVVfeXFMUHo1c25zVWg1OGk0UjAzVVljU1F4Ulh3dHFwenk2Z3VGWWNLTWs0MzFBYUo0U3l2X3EzR25ZX1VoNTdMNFZRN0ZiYnE5WFZnNmp1RkxETEdEdlJVVDBnY04zb1FBeHhVRTI5UFpROUctM0NsTm56V3BJZFN5MVNzYjN4VEdNT2MzOVdXdzlRc1NiOXFyOWdvVnZ3RVhhX1pqbmVfM3U5TWNHWFJ6T2dLQ01GYkxIVWlQQ3FiUFl4UV96cWUwQmVZNl93OU9zNHRWR2NCUHUzSEhFLXBVVUwwQ1M?oc=5,0.4803334491773792,"USFDA inspection in progress at Sun Pharma’s manufacturing facility at Halol, investors concerned - CNBC TV18","<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxOSHBNejZOY3hvWEVYeGxPUjhvLWgyTWl0YzBJampmSWRldm9XSkJxblM3cFEwNkxqa3pzVnpmVFExdkdOdVRtYU92bkJPWHdqYVFJcWR5cXFfNUpDRGhJaC1pUDFDZFpOWmF0V0RyTWZMZ3RYNnM4MmpyN3E1YjlncTZaSFVIVG5aM1NQS1pRR2RkSk9wNTR5S09Ib1Z1X2ZPY2FGYnMzNjg2bkU0bnU1VEdOS2FRMlotLW13N3RDV0xudFBveXBCSVROcGhpcTMxZE4xQVhjQldEVjjSAeABQVVfeXFMUHo1c25zVWg1OGk0UjAzVVljU1F4Ulh3dHFwenk2Z3VGWWNLTWs0MzFBYUo0U3l2X3EzR25ZX1VoNTdMNFZRN0ZiYnE5WFZnNmp1RkxETEdEdlJVVDBnY04zb1FBeHhVRTI5UFpROUctM0NsTm56V3BJZFN5MVNzYjN4VEdNT2MzOVdXdzlRc1NiOXFyOWdvVnZ3RVhhX1pqbmVfM3U5TWNHWFJ6T2dLQ01GYkxIVWlQQ3FiUFl4UV96cWUwQmVZNl93OU9zNHRWR2NCUHUzSEhFLXBVVUwwQ1M?oc=5"" target=""_blank"">USFDA inspection in progress at Sun Pharma’s manufacturing facility at Halol, investors concerned</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC TV18</font>",Google News Enhanced,"""Sun Pharma"" FDA warning letter",
Sun Pharma,Unknown Drug,Unknown Drug,2020-01-22,Bad,0.0,0.0625,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOejMtTHphcER2dVVJcGFYUXpCcUhIX0VLVGJfU0ZGQ2MtTmF4N0JrYzVQOGpiVDc1TTg2dXNnelNtSDhhcXJtajJGeF91bjNfT2dpUjYyelZtQmMwT2V5c01qNUREeXp5LU42NkVSclcxTUJLRWdlNzRpWkdNZnMyNWJiMHVKdVR6cjI2SGNjM2x4RFpPT3ducTdpNXQyRUhYM2VfMEJFazJ0VWdlaEllWkoxLUt0X3NDdlZTUGM1TW04S0VuYlMwQlJLYWJ2cjNKVzg40gHYAUFVX3lxTFA2WG5vcUxoWDZFWklnVW9oeUlxRXkzeVZOdVktZDdtV3dZS0xuRE1tSER1MS0zM1dxM0pHRHo5MFBucU1IaHU4NjJQM0xDR093akxIdjNFLUNwdlpJc3Jod1RTeFgxRUxINGZBVnQyZnJfV0tORjlYQ0RuTWpnODQ2UjlQM2FVMFNzS2JhSHlYMEhsQmQ5VHdkZ2pmbG4tZjdlSUs2UENCXzNpY0RlY1JMZXpfN2FtMlRhek8wejhEbloxU21jVXRfODBONU5ERzZSQlY3TXMyVw?oc=5,0.4936880724130038,"Sun Pharma recalls batches of anti-migraine drug, testosterone injection in US - Mint","<a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxOejMtTHphcER2dVVJcGFYUXpCcUhIX0VLVGJfU0ZGQ2MtTmF4N0JrYzVQOGpiVDc1TTg2dXNnelNtSDhhcXJtajJGeF91bjNfT2dpUjYyelZtQmMwT2V5c01qNUREeXp5LU42NkVSclcxTUJLRWdlNzRpWkdNZnMyNWJiMHVKdVR6cjI2SGNjM2x4RFpPT3ducTdpNXQyRUhYM2VfMEJFazJ0VWdlaEllWkoxLUt0X3NDdlZTUGM1TW04S0VuYlMwQlJLYWJ2cjNKVzg40gHYAUFVX3lxTFA2WG5vcUxoWDZFWklnVW9oeUlxRXkzeVZOdVktZDdtV3dZS0xuRE1tSER1MS0zM1dxM0pHRHo5MFBucU1IaHU4NjJQM0xDR093akxIdjNFLUNwdlpJc3Jod1RTeFgxRUxINGZBVnQyZnJfV0tORjlYQ0RuTWpnODQ2UjlQM2FVMFNzS2JhSHlYMEhsQmQ5VHdkZ2pmbG4tZjdlSUs2UENCXzNpY0RlY1JMZXpfN2FtMlRhek8wejhEbloxU21jVXRfODBONU5ERzZSQlY3TXMyVw?oc=5"" target=""_blank"">Sun Pharma recalls batches of anti-migraine drug, testosterone injection in US</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",Google News Enhanced,"""Sun Pharma"" recall",
Sun Pharma,Unknown Drug,Unknown Drug,2020-08-10,Bad,0.0,0.0625,https://news.google.com/rss/articles/CBMivAFBVV95cUxQZlBmTDVGM0k3TGctSENsT2Mwc1QwdjVtZFZTTUI0Nkx1Y0lVOS00ellDUWh5M0tZcUk3cWdma1FiSG81TFpreDJaeHZtSkF5bWhfQzd1Tktfc2Fxb2ZpbXdNM2JHRGRsT0pPRnJlb2c4TEFXVEdRRnhnUTU0TjlBSTBIZV9tbWtWSmdqaXo1UjZ1eGdwelZZb2ZEaGp3MFdpVWRiRERkLVM0emJZcjh2cDA2ZXdraVEyYU5IaQ?oc=5,0.535,"Sun Pharma, Lupin launch U.S. recalls of blood pressure, epilepsy meds - Fierce Pharma","<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQZlBmTDVGM0k3TGctSENsT2Mwc1QwdjVtZFZTTUI0Nkx1Y0lVOS00ellDUWh5M0tZcUk3cWdma1FiSG81TFpreDJaeHZtSkF5bWhfQzd1Tktfc2Fxb2ZpbXdNM2JHRGRsT0pPRnJlb2c4TEFXVEdRRnhnUTU0TjlBSTBIZV9tbWtWSmdqaXo1UjZ1eGdwelZZb2ZEaGp3MFdpVWRiRERkLVM0emJZcjh2cDA2ZXdraVEyYU5IaQ?oc=5"" target=""_blank"">Sun Pharma, Lupin launch U.S. recalls of blood pressure, epilepsy meds</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Sun Pharma"" FDA warning letter",Selected over 1 overlapping events
Sun Pharma,Unknown Drug,Unknown Drug,2020-09-23,Bad,-0.0357142857142857,0.0625,https://news.google.com/rss/articles/CBMi7wJBVV95cUxOYzh1b1U3R1dMdkVKMmVwdlEwVXU0RXJhOVNTbks2RWlBbWdZajllZjVERG1iX3lVUndma2ZYRk9lakJEa2tWZFpJWnh2R1lmZmhpT3Q3TDlqOE80TEtleGFUaDA1SmIxTFpBSGxLYjJoY0hwQ1Z1ZDZ6UzNuemR1bnQ5UXlFRWpUWXBCcklnRUprZXdONmVic21saHUwV1pQVnVQd2hzVmRPaUhoV2NvRUZDNGlpZkU0RTE3TF9PRDRGYzc0V1FuNjZKeDVobFFaY0xkQS15UDVacjJvSjNBODM4dGVwbHRadXpPMlAwLVJ0RGhjSVdFWjdxRGprXzJsNUk3Y05UaUpCMnFlZlFsMEQtR1Fkc3E0emJNMTExQUhnYTlHOTZpT1BuMkMtUlBtcm52U3Z0WGZqYmVfRHM4SkNVYXhUTmtuVGpQN0ZDYl9UcUpyZlh3ZUljUGpQNllwTTRzUVB5V2VrSlhxMUtn?oc=5,0.5075395526183737,"Sun Pharmaceutical Industries, Inc. Issues Voluntary Nationwide Recall of RIOMET ER™ (metformin hydrochloride for extended-release oral suspension) Due to N-Nitrosodimethylamine (NDMA) Content Above the Acceptable Daily Intake (ADI) Limit - BioSpace","<a href=""https://news.google.com/rss/articles/CBMi7wJBVV95cUxOYzh1b1U3R1dMdkVKMmVwdlEwVXU0RXJhOVNTbks2RWlBbWdZajllZjVERG1iX3lVUndma2ZYRk9lakJEa2tWZFpJWnh2R1lmZmhpT3Q3TDlqOE80TEtleGFUaDA1SmIxTFpBSGxLYjJoY0hwQ1Z1ZDZ6UzNuemR1bnQ5UXlFRWpUWXBCcklnRUprZXdONmVic21saHUwV1pQVnVQd2hzVmRPaUhoV2NvRUZDNGlpZkU0RTE3TF9PRDRGYzc0V1FuNjZKeDVobFFaY0xkQS15UDVacjJvSjNBODM4dGVwbHRadXpPMlAwLVJ0RGhjSVdFWjdxRGprXzJsNUk3Y05UaUpCMnFlZlFsMEQtR1Fkc3E0emJNMTExQUhnYTlHOTZpT1BuMkMtUlBtcm52U3Z0WGZqYmVfRHM4SkNVYXhUTmtuVGpQN0ZDYl9UcUpyZlh3ZUljUGpQNllwTTRzUVB5V2VrSlhxMUtn?oc=5"" target=""_blank"">Sun Pharmaceutical Industries, Inc. Issues Voluntary Nationwide Recall of RIOMET ER™ (metformin hydrochloride for extended-release oral suspension) Due to N-Nitrosodimethylamine (NDMA) Content Above the Acceptable Daily Intake (ADI) Limit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BioSpace</font>",Google News Enhanced,"""Sun Pharma"" recall",Selected over 2 overlapping events
Sun Pharma,Diabetes Drug From The American Market,Diabetes Drug From The American Market,2020-10-11,Bad,0.0571428571428571,0.0625,https://news.google.com/rss/articles/CBMiiAJBVV95cUxQZTRVdFdEZlFOMk9RNldINkdQWHdqZXlCcWh3SFBVNDJ0UWVlZlE4UWNZZkRxc19kZ1ZhMDM1T2JMR3BkWlhZckEtUFhYR0pxbElPNWtmd0RWRkpxZk5UQWhSMmVxRE4wdW43TGhRR2lQZXNta1BUMDYzb2RzbEVhNklCZTU3M3JsaEFFcjU1ZmpQSmlsNm4wX1cwemR3ano0Mk1YcEF1TVlDMGpEcldiWU04N2tjZHh3THlZQ2NFWmlUcnE4Z2hmcF9uMlozYmtDQTFCWHpvcTFUUzlmNzJQRDBPY1lULWNrSlk4Vm1hdWVFRlNVMWFCQWNCWTIxTnFXTkJIQzFUTGnSAY4CQVVfeXFMT3hiTk1YNDUyQjVhNFBPMk9SSXY3QV9YMVFZa3dGdXNGVzhzVUJjRFo4cWR3VU1iRGhNTFJDT3NWTnY5ZDdIcjZlYktCeHJqcDV5YUpsanBOdDVWel9IdV8tTGVILVl4cXBCSlgteUN4WkZob1JrWWN5T19wMjhCZnhKZDhhWEdpdG5kTmdhaFQ5YmVJZEE2SkJTcUx0OTA5ay10eUJiYUxVOEFiQXdoZjJRMlhMWGpwM01jVDNCWHlnWXZxVmNVWEg2RlltTjNzVmJoc1NPaXJhWHpZZUd4b29wUVp0NVAzZ0tubnZ3ZmVMN0Z4QnhkWlI4bEt1OW4ta2lSVGk2NkhfOXo3a0x3?oc=5,0.505,Sun Pharma recalls 747 bottles of generic diabetes drug from the American market - The Economic Times,"<a href=""https://news.google.com/rss/articles/CBMiiAJBVV95cUxQZTRVdFdEZlFOMk9RNldINkdQWHdqZXlCcWh3SFBVNDJ0UWVlZlE4UWNZZkRxc19kZ1ZhMDM1T2JMR3BkWlhZckEtUFhYR0pxbElPNWtmd0RWRkpxZk5UQWhSMmVxRE4wdW43TGhRR2lQZXNta1BUMDYzb2RzbEVhNklCZTU3M3JsaEFFcjU1ZmpQSmlsNm4wX1cwemR3ano0Mk1YcEF1TVlDMGpEcldiWU04N2tjZHh3THlZQ2NFWmlUcnE4Z2hmcF9uMlozYmtDQTFCWHpvcTFUUzlmNzJQRDBPY1lULWNrSlk4Vm1hdWVFRlNVMWFCQWNCWTIxTnFXTkJIQzFUTGnSAY4CQVVfeXFMT3hiTk1YNDUyQjVhNFBPMk9SSXY3QV9YMVFZa3dGdXNGVzhzVUJjRFo4cWR3VU1iRGhNTFJDT3NWTnY5ZDdIcjZlYktCeHJqcDV5YUpsanBOdDVWel9IdV8tTGVILVl4cXBCSlgteUN4WkZob1JrWWN5T19wMjhCZnhKZDhhWEdpdG5kTmdhaFQ5YmVJZEE2SkJTcUx0OTA5ay10eUJiYUxVOEFiQXdoZjJRMlhMWGpwM01jVDNCWHlnWXZxVmNVWEg2RlltTjNzVmJoc1NPaXJhWHpZZUd4b29wUVp0NVAzZ0tubnZ3ZmVMN0Z4QnhkWlI4bEt1OW4ta2lSVGk2NkhfOXo3a0x3?oc=5"" target=""_blank"">Sun Pharma recalls 747 bottles of generic diabetes drug from the American market</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",Google News Enhanced,"""Sun Pharma"" recall",
